IMEI_message_id,datetime,latitude,longitude,CEPradius
300434063473020,2021-09-15 05:45:34,59.45228,-174.91415,8
300434063473020,2021-09-15 07:47:57,59.44672,-174.77364,3
300434063473020,2021-09-15 11:12:44,59.44389,-174.70342,3
300434063473020,2021-09-15 12:14:47,59.45228,-174.91415,9
300434063473020,2021-09-15 14:17:38,59.45501,-174.98442,7
300434063473020,2021-09-15 19:20:59,59.48583,-174.97824,2
300434063473020,2021-09-15 23:09:34,59.53759,-175.04251,3
300434063473020,2021-09-15 23:09:46,59.50675,-175.04862,3
300434063473020,2021-09-16 08:39:12,59.46034,-175.12501,4
300434063473020,2021-09-16 18:07:52,59.46295,-175.19533,5
300434063473020,2021-09-17 09:58:35,59.41386,-175.20124,9
300434063473020,2021-09-17 19:08:56,59.33134,-175.14294,2
300434063473020,2021-09-18 01:56:48,59.38305,-175.20713,2
300434063473020,2021-09-18 04:59:03,59.38044,-175.13698,2
300434063473020,2021-09-18 05:00:04,59.38305,-175.20713,2
300434063473020,2021-09-18 05:00:50,59.38305,-175.20713,2
300434063473020,2021-09-18 05:46:17,59.37513,-174.99673,7
300434063473020,2021-09-18 06:31:38,59.36214,-175.13698,2
300434063473020,2021-09-18 09:14:30,59.33134,-175.14294,2
300434063473020,2021-09-18 09:16:31,59.33134,-175.14294,2
300434063473020,2021-09-18 10:25:57,59.33134,-175.14294,7
300434063473020,2021-09-18 10:26:07,59.33134,-175.14294,6
300434063473020,2021-09-18 10:26:21,59.33134,-175.14294,5
300434063473020,2021-09-18 10:30:46,59.33134,-175.14294,4
300434063473020,2021-09-18 11:16:21,59.33134,-175.14294,3
300434063473020,2021-09-18 13:40:46,59.32871,-175.07289,2
300434063473020,2021-09-18 13:42:36,59.33134,-175.14294,3
300434063473020,2021-09-18 13:42:57,59.33134,-175.14294,4
300434063473020,2021-09-18 13:50:43,59.33134,-175.14294,3
300434063473020,2021-09-18 14:17:03,59.32871,-175.07289,9
300434063473020,2021-09-18 14:26:02,59.32871,-175.07289,4
300434063473020,2021-09-18 14:28:48,59.33134,-175.14294,7
300434063473020,2021-09-18 15:30:17,59.32871,-175.07289,3
300434063473020,2021-09-18 15:32:11,59.33134,-175.14294,2
300434063473020,2021-09-18 15:32:20,59.33134,-175.14294,2
300434063473020,2021-09-18 15:32:37,59.32871,-175.07289,3
300434063473020,2021-09-18 15:32:59,59.33134,-175.14294,3
300434063473020,2021-09-18 15:33:31,59.33134,-175.14294,3
300434063473020,2021-09-18 15:36:07,59.33134,-175.14294,2
300434063473020,2021-09-18 15:39:27,59.33134,-175.14294,3
300434063473020,2021-09-18 16:49:14,59.32871,-175.07289,2
300434063473020,2021-09-18 16:50:34,59.33134,-175.14294,3
300434063473020,2021-09-18 16:55:04,59.33134,-175.14294,3
300434063473020,2021-09-18 16:55:13,59.33134,-175.14294,3
300434063473020,2021-09-18 16:58:57,59.32871,-175.07289,2
300434063473020,2021-09-18 16:59:08,59.33134,-175.14294,2
300434063473020,2021-09-18 17:01:03,59.33134,-175.14294,6
300434063473020,2021-09-18 17:03:56,59.33134,-175.14294,3
300434063473020,2021-09-18 17:08:26,59.33134,-175.14294,2
300434063473020,2021-09-18 17:09:33,59.33134,-175.14294,4
300434063473020,2021-09-18 17:10:58,59.33134,-175.14294,7
300434063473020,2021-09-18 17:30:25,59.33134,-175.14294,2
300434063473020,2021-09-18 17:30:34,59.33134,-175.14294,2
300434063473020,2021-09-18 17:31:12,59.33134,-175.14294,2
300434063473020,2021-09-18 17:32:11,59.33134,-175.14294,3
300434063473020,2021-09-18 17:37:06,59.33134,-175.14294,3
300434063473020,2021-09-18 17:37:23,59.33134,-175.14294,4
300434063473020,2021-09-18 17:37:48,59.33134,-175.14294,3
300434063473020,2021-09-18 17:38:21,59.33134,-175.14294,2
300434063473020,2021-09-18 17:38:31,59.33394,-175.21300,2
300434063473020,2021-09-18 17:40:13,59.33134,-175.14294,2
300434063473020,2021-09-18 17:40:38,59.33134,-175.14294,3
300434063473020,2021-09-18 17:41:17,59.33134,-175.14294,4
300434063473020,2021-09-18 18:04:44,59.33134,-175.14294,7
300434063473020,2021-09-18 18:05:35,59.33134,-175.14294,5
300434063473020,2021-09-18 18:05:45,59.33134,-175.14294,4
300434063473020,2021-09-18 18:05:57,59.33134,-175.14294,4
300434063473020,2021-09-18 18:07:03,59.33394,-175.21300,4
300434063473020,2021-09-18 18:07:14,59.33134,-175.14294,4
300434063473020,2021-09-18 18:07:26,59.32871,-175.07289,4
300434063473020,2021-09-18 18:07:45,59.30823,-175.35886,4
300434063473020,2021-09-18 18:15:01,59.33650,-175.28308,9
300434063473020,2021-09-18 18:15:58,59.32871,-175.07289,9
300434063473020,2021-09-18 18:16:13,59.33134,-175.14294,9
300434063473020,2021-09-18 18:16:23,59.33902,-175.35317,9
300434063473020,2021-09-18 18:16:42,59.33650,-175.28308,9
300434063473020,2021-09-18 18:33:40,59.32871,-175.07289,6
300434063473020,2021-09-18 18:34:07,59.32871,-175.07289,6
300434063473020,2021-09-18 18:34:20,59.32871,-175.07289,6
300434063473020,2021-09-18 18:34:36,59.33394,-175.21300,6
300434063473020,2021-09-18 18:34:48,59.32603,-175.00286,5
300434063473020,2021-09-18 18:34:57,59.32603,-175.00286,6
300434063473020,2021-09-18 18:35:10,59.33134,-175.14294,6
300434063473020,2021-09-18 18:55:52,59.33134,-175.14294,9
300434063473020,2021-09-18 18:58:13,59.33134,-175.14294,7
300434063473020,2021-09-18 18:59:51,59.33134,-175.14294,3
300434063473020,2021-09-18 19:00:37,59.33134,-175.14294,2
300434063473020,2021-09-18 19:00:48,59.33134,-175.14294,2
300434063473020,2021-09-18 19:01:01,59.33134,-175.14294,2
300434063473020,2021-09-18 19:02:03,59.32603,-175.00286,2
300434063473020,2021-09-18 19:02:36,59.33134,-175.14294,2
300434063473020,2021-09-18 19:02:49,59.33134,-175.14294,2
300434063473020,2021-09-18 19:03:02,59.33134,-175.14294,3
300434063473020,2021-09-18 19:04:46,59.33134,-175.14294,6
300434063473020,2021-09-18 19:27:57,59.33134,-175.14294,3
300434063473020,2021-09-18 19:28:06,59.33134,-175.14294,3
300434063473020,2021-09-18 19:30:36,59.29793,-175.07892,2
300434063473020,2021-09-18 20:12:00,59.33134,-175.14294,2
300434063473020,2021-09-18 20:15:33,59.33134,-175.14294,2
300434063473020,2021-09-18 20:57:07,59.30823,-175.35886,6
300434063473020,2021-09-18 20:57:23,59.33650,-175.28308,6
300434063473020,2021-09-18 20:57:34,59.33394,-175.21300,6
300434063473020,2021-09-18 20:58:00,59.33394,-175.21300,6
300434063473020,2021-09-18 20:58:22,59.33394,-175.21300,6
300434063473020,2021-09-18 21:15:14,59.32871,-175.07289,8
300434063473020,2021-09-18 21:16:39,59.33134,-175.14294,8
300434063473020,2021-09-18 21:16:48,59.33394,-175.21300,9
300434063473020,2021-09-18 21:16:59,59.33134,-175.14294,9
300434063473020,2021-09-18 21:23:51,59.33134,-175.14294,5
300434063473020,2021-09-18 21:24:04,59.33134,-175.14294,4
300434063473020,2021-09-18 21:24:17,59.33134,-175.14294,4
300434063473020,2021-09-18 21:24:27,59.33394,-175.21300,4
300434063473020,2021-09-18 21:24:35,59.33134,-175.14294,4
300434063473020,2021-09-18 21:24:48,59.33134,-175.14294,4
300434063473020,2021-09-18 21:24:57,59.33134,-175.14294,4
300434063473020,2021-09-18 21:25:09,59.32871,-175.07289,4
300434063473020,2021-09-18 21:25:19,59.33134,-175.14294,4
300434063473020,2021-09-18 21:27:28,59.36474,-175.20713,9
300434063473020,2021-09-18 21:31:37,59.33134,-175.14294,7
300434063473020,2021-09-18 21:31:47,59.33394,-175.21300,6
300434063473020,2021-09-18 21:33:32,59.33134,-175.14294,3
300434063473020,2021-09-18 21:34:32,59.33134,-175.14294,3
300434063473020,2021-09-18 21:35:46,59.33394,-175.21300,4
300434063473020,2021-09-18 21:36:01,59.33134,-175.14294,5
300434063473020,2021-09-18 21:41:35,59.33134,-175.14294,3
300434063473020,2021-09-18 21:41:45,59.33134,-175.14294,3
300434063473020,2021-09-18 21:42:20,59.33394,-175.21300,2
300434063473020,2021-09-18 21:43:01,59.33134,-175.14294,2
300434063473020,2021-09-18 21:43:11,59.33134,-175.14294,2
300434063473020,2021-09-18 21:44:19,59.33134,-175.14294,2
300434063473020,2021-09-18 21:44:33,59.33134,-175.14294,3
300434063473020,2021-09-18 21:44:59,59.33134,-175.14294,3
300434063473020,2021-09-18 21:45:10,59.33134,-175.14294,4
300434063473020,2021-09-18 21:46:37,59.38305,-175.20713,8
300434063473020,2021-09-18 21:49:40,59.33134,-175.14294,5
300434063473020,2021-09-18 21:49:53,59.33394,-175.21300,5
300434063473020,2021-09-18 21:51:03,59.33394,-175.21300,3
300434063473020,2021-09-18 21:51:31,59.33134,-175.14294,2
300434063473020,2021-09-18 21:53:14,59.33134,-175.14294,2
300434063473020,2021-09-18 21:53:23,59.33134,-175.14294,2
300434063473020,2021-09-18 21:53:35,59.33134,-175.14294,2
300434063473020,2021-09-18 21:53:49,59.36214,-175.13698,3
300434063473020,2021-09-18 21:55:31,59.38044,-175.13698,6
300434063473020,2021-09-18 22:17:12,59.33134,-175.14294,4
300434063473020,2021-09-18 22:20:17,59.33134,-175.14294,2
300434063473020,2021-09-18 22:20:55,59.33134,-175.14294,3
300434063473020,2021-09-18 22:21:28,59.38044,-175.13698,3
300434063473020,2021-09-18 22:21:39,59.38044,-175.13698,3
300434063473020,2021-09-18 22:43:04,59.33394,-175.21300,2
300434063473020,2021-09-18 22:43:12,59.33394,-175.21300,2
300434063473020,2021-09-18 22:46:11,59.33134,-175.14294,3
300434063473020,2021-09-18 22:46:24,59.33134,-175.14294,3
300434063473020,2021-09-18 22:46:51,59.33134,-175.14294,3
300434063473020,2021-09-18 22:52:05,59.33134,-175.14294,3
300434063473020,2021-09-19 06:57:18,59.32871,-175.07289,2
300434063473020,2021-09-19 17:32:21,59.35950,-175.06684,2
300434063473020,2021-09-19 17:34:08,59.32603,-175.00286,2
300434063473020,2021-09-20 06:09:20,59.32603,-175.00286,2
300434063473020,2021-09-20 06:09:45,59.35950,-175.06684,2
300434063473020,2021-09-20 09:12:26,59.32871,-175.07289,2
300434063473020,2021-09-20 10:14:58,59.32871,-175.07289,4
300434063473020,2021-09-20 10:18:08,59.29526,-175.00897,3
300434063473020,2021-09-20 10:18:20,59.29526,-175.00897,4
300434063473020,2021-09-20 10:18:30,59.32871,-175.07289,4
300434063473020,2021-09-20 11:20:05,59.32871,-175.07289,3
300434063473020,2021-09-20 21:39:53,59.37780,-175.06684,2
300434063473020,2021-09-21 04:26:32,59.41125,-175.13100,3
300434063473020,2021-09-21 09:14:12,59.42952,-175.13100,4
300434063473020,2021-09-21 15:45:45,59.46034,-175.12501,5
300434063473020,2021-09-21 17:11:34,59.46034,-175.12501,2
300434063473020,2021-09-21 17:15:11,59.45769,-175.05471,6
300434063473020,2021-09-21 18:15:22,59.45501,-174.98442,6
300434063473020,2021-09-21 18:15:31,59.46034,-175.12501,6
300434063473020,2021-09-21 18:36:08,59.46034,-175.12501,4
300434063473020,2021-09-21 20:00:38,59.46034,-175.12501,3
300434063473020,2021-09-21 20:02:26,59.46034,-175.12501,2
300434063473020,2021-09-21 21:14:02,59.46034,-175.12501,5
300434063473020,2021-09-21 21:14:20,59.46034,-175.12501,4
300434063473020,2021-09-21 21:17:48,59.46034,-175.12501,5
300434063473020,2021-09-21 21:18:03,59.49117,-175.11901,5
300434063473020,2021-09-21 21:41:15,59.46034,-175.12501,3
300434063473020,2021-09-21 23:27:04,59.46295,-175.19533,4
300434063473020,2021-09-21 23:49:42,59.46034,-175.12501,3
300434063473020,2021-09-21 23:54:03,59.46034,-175.12501,3
300434063473020,2021-09-21 23:57:58,59.46034,-175.12501,4
300434063473020,2021-09-21 23:59:05,59.46034,-175.12501,3
300434063473020,2021-09-22 00:03:31,59.46295,-175.19533,3
300434063473020,2021-09-22 00:26:31,59.46295,-175.19533,3
300434063473020,2021-09-22 00:31:38,59.50675,-175.04862,8
300434063473020,2021-09-22 02:31:53,59.46034,-175.12501,2
300434063473020,2021-09-22 02:32:02,59.46034,-175.12501,2
300434063473020,2021-09-22 12:00:14,59.43470,-175.27148,5
300434063473020,2021-09-23 09:39:08,59.46806,-175.33601,9
300434063473020,2021-09-23 09:40:09,59.40593,-174.99058,7
300434063473020,2021-09-23 12:21:25,59.43972,-175.41202,2
300434063473020,2021-09-23 17:27:02,59.47055,-175.40637,2
300434063473020,2021-09-23 19:51:26,59.51964,-175.40071,2
300434063473020,2021-09-24 00:15:04,59.50141,-175.40071,2
300434063473020,2021-09-24 01:20:40,59.51713,-175.33027,3
300434063473020,2021-09-24 10:10:02,59.59705,-175.31873,2
300434063473020,2021-09-24 11:10:57,59.59705,-175.31873,3
300434063473020,2021-09-24 15:36:24,59.59192,-175.17753,8
300434063473020,2021-09-25 01:04:59,59.59705,-175.31873,4
300434063473020,2021-09-25 01:05:10,59.59451,-175.24812,4
300434063473020,2021-09-25 02:31:01,59.56619,-175.32451,4
300434063473020,2021-09-25 02:32:28,59.59705,-175.31873,3
300434063473020,2021-09-25 06:56:38,59.54545,-175.25399,4
300434063473020,2021-09-25 09:00:27,59.54799,-175.32451,3
300434063473020,2021-09-25 14:04:39,59.51460,-175.25983,4
300434063473020,2021-09-25 17:51:37,59.49379,-175.18941,8
300434063473020,2021-09-25 20:16:06,59.51713,-175.33027,5
300434063473020,2021-09-25 21:01:11,59.49379,-175.18941,2
300434063473020,2021-09-26 04:28:51,59.46034,-175.12501,3
300434063473020,2021-09-26 04:29:09,59.46295,-175.19533,3
300434063473020,2021-09-26 05:32:53,59.42952,-175.13100,2
300434063473020,2021-09-26 13:19:53,59.41896,-175.34175,9
300434063473020,2021-09-26 22:11:40,59.45769,-175.05471,4
300434063473020,2021-09-26 22:12:10,59.45769,-175.05471,4
300434063473020,2021-09-26 23:58:07,59.48583,-174.97824,2
300434063473020,2021-09-27 01:20:03,59.45228,-174.91415,2
300434063473020,2021-09-27 01:20:59,59.48583,-174.97824,2
300434063473020,2021-09-27 06:45:19,59.48583,-174.97824,4
300434063473020,2021-09-27 08:29:19,59.48852,-175.04862,2
300434063473020,2021-09-27 11:57:09,59.48852,-175.04862,2
300434063473020,2021-09-27 17:13:14,59.49117,-175.11901,4
300434063473020,2021-09-28 00:01:04,59.54025,-175.11299,3
300434063473020,2021-09-28 01:06:04,59.54287,-175.18348,2
300434063473020,2021-09-28 01:06:12,59.54287,-175.18348,3
300434063473020,2021-09-28 11:55:31,59.51202,-175.18941,2
300434063473020,2021-09-28 19:30:10,59.54025,-175.11299,2
300434063473020,2021-09-28 21:01:06,59.53759,-175.04251,2
300434063473020,2021-09-29 03:09:23,59.50675,-175.04862,5
300434063473020,2021-09-29 09:39:54,59.53490,-174.97205,2
300434063473020,2021-09-29 09:41:29,59.53490,-174.97205,2
300434063473020,2021-09-29 16:51:00,59.58394,-174.96585,2
300434063473020,2021-09-29 20:36:18,59.61480,-174.95963,2
300434063473020,2021-09-29 20:36:27,59.61206,-174.88901,2
300434063473020,2021-09-30 03:04:56,59.55457,-174.68382,2
300434063473020,2021-09-30 07:31:45,59.52374,-174.69037,2
300434063473020,2021-09-30 12:39:06,59.55168,-174.61335,4
300434063473020,2021-09-30 12:39:15,59.55457,-174.68382,5
300434063473020,2021-09-30 13:40:52,59.55457,-174.68382,2
300434063473020,2021-09-30 13:42:31,59.52086,-174.61998,2
300434063473020,2021-09-30 15:46:17,59.52086,-174.61998,2
300434063473020,2021-09-30 23:33:52,59.48034,-174.83754,2
300434063473020,2021-09-30 23:34:20,59.48034,-174.83754,2
300434063473020,2021-10-01 00:39:29,59.52659,-174.76076,4
300434063473020,2021-10-01 01:22:12,59.49857,-174.83754,2
300434063473020,2021-10-01 13:17:26,59.40045,-174.85022,3
300434063473020,2021-10-01 17:42:57,59.36687,-174.78646,2
300434063473020,2021-10-01 23:55:05,59.34856,-174.78646,6
300434063473020,2021-10-02 12:26:12,59.26012,-174.58960,3
300434063473020,2021-10-02 16:51:23,59.26301,-174.65946,5
300434063473020,2021-10-02 19:15:47,59.26301,-174.65946,3
300434063473020,2021-10-02 19:41:20,59.27147,-174.86912,9
300434063473020,2021-10-02 21:44:29,59.26301,-174.65946,8
300434063473020,2021-10-03 00:07:02,59.30921,-174.58298,8
300434063473020,2021-10-03 00:07:10,59.31211,-174.65292,8
300434063473020,2021-10-03 06:17:29,59.30921,-174.58298,7
300434063473020,2021-10-03 06:18:33,59.30628,-174.51305,8
300434063473020,2021-10-03 13:07:46,59.30921,-174.58298,9
300434063473020,2021-10-04 21:32:51,59.45685,-174.27537,8
300434063473020,2021-10-04 23:55:38,59.53356,-174.19089,7
300434063473020,2021-10-05 12:08:11,59.52722,-174.05021,3
300434063473020,2021-10-05 12:53:25,59.53041,-174.12054,3
300434063473020,2021-10-05 12:53:34,59.53041,-174.12054,3
300434063473020,2021-10-05 12:55:49,59.53041,-174.12054,9
300434063473020,2021-10-05 17:00:34,59.60378,-173.96503,4
300434063473020,2021-10-05 21:26:45,59.57940,-174.11329,9
300434063473020,2021-10-05 22:12:00,59.60378,-173.96503,2
300434063473020,2021-10-06 00:17:30,59.63784,-174.02814,2
300434063473020,2021-10-06 03:01:59,59.63784,-174.02814,2
300434063473020,2021-10-06 03:02:11,59.63784,-174.02814,2
300434063473020,2021-10-06 04:05:26,59.64947,-173.88702,5
300434063473020,2021-10-06 05:49:52,59.65275,-173.95757,4
